,KNN1,KNN3,KNN5,KNN7,KNN9,RandomForestClassifier
0,0.6386681775992423,0.7124619544849056,0.720935796163083,0.7149299477537516,0.7016686913573367,0.7857493928190047
1,0.6519747219933729,0.7131018525563133,0.7198273956900005,0.7191458293028079,0.7078983083024115,0.7911778409136198
2,0.6584954762321464,0.7255640623431701,0.7364238952922304,0.7262842344452789,0.7170526245607856,0.7975426821999183
3,0.6291244120406253,0.7022024946399266,0.7138389358193492,0.703387834508618,0.6966722070095301,0.7803322901255436
4,0.6527066513464773,0.7204689579553563,0.7270111100361374,0.7272085911911809,0.7156837540406638,0.7917369174170046
5,0.6417754278135495,0.7176085836509108,0.7265570046183939,0.7163362225515374,0.71320001802406,0.7958525479886072
6,0.6507708176188126,0.7191853193951422,0.7242232950967797,0.7141879206691144,0.7075575703956183,0.7910247715190208
7,0.6526282024105746,0.7221661182488168,0.7225753934132607,0.7118724583360055,0.698815602243241,0.7842608062956268
8,0.6494820014950592,0.7267859996369246,0.7348730341113365,0.7296471211052278,0.7243988329407264,0.7910706449879464
9,0.6452472989469725,0.7180830594867592,0.7307371627284576,0.7217888205374605,0.7110681302737887,0.7830183055971958
10,0.6447980771440625,0.7275291456830838,0.7268150599345233,0.7206540345030453,0.7172064806267596,0.7908267125978587
11,0.6442828490543753,0.7134230265641518,0.716555061869019,0.7066967588416143,0.7003805178346677,0.7831147973361214
12,0.6365834020893869,0.702486577622595,0.7193935915372259,0.712847725361327,0.700919501245943,0.7830146820897638
13,0.6353409013909558,0.7193412318548337,0.7246836406248811,0.7135861055882818,0.704716393508559,0.7909031483569025
14,0.6483165003295579,0.7291942732639141,0.7353827710193326,0.7232048872418839,0.7107552404070359,0.7828463701695475
15,0.6505790772151814,0.7212958249509088,0.7249398157456088,0.7187612367617714,0.7138177401991006,0.7935932972212727
16,0.6516642356710743,0.721863128064558,0.7217916654892098,0.7123269953546608,0.7051989431147031,0.7845818180369005
17,0.6364279536205544,0.7179404744693101,0.7248059340007109,0.7104145401207425,0.698157392118219,0.7871347912153135
18,0.6466853784590455,0.7200786156172446,0.7235739414738326,0.7130905003592708,0.7021024858348036,0.784515991806525
19,0.6560093877830548,0.724911831005411,0.7373333050699754,0.7309221427828609,0.7167781438728119,0.799740882983538
20,0.6581114513041837,0.7244008131094996,0.7266541825319714,0.7186486768693221,0.714652619722918,0.7969045848612012
21,0.6468466255534953,0.7146748443764297,0.7199090930828576,0.7053529182453647,0.701375921767591,0.7757125787899801
22,0.6505701407768871,0.7263662163009279,0.7255874339661064,0.7210551508701671,0.7118599572353653,0.7967210518897135
23,0.6429940208503865,0.711867294837915,0.7290605658396736,0.7161329783745454,0.7079304446007384,0.7914646108334901
24,0.6466463351664657,0.7238248693634983,0.7264907743689029,0.7237795755205985,0.7162256495771185,0.7962118585078325
